gene_id	At_name	Bn_name
GSBRNA2T00002248001	AT5G10240	BnaC04g03150D
GSBRNA2T00002251001	AT2G43880	BnaC04g03130D
GSBRNA2T00002253001	AT2G43840	BnaC04g03120D
GSBRNA2T00002254001	AT2G43820	BnaC04g03110D
GSBRNA2T00002255001	AT2G43800	BnaC04g03100D
GSBRNA2T00002256001	AT3G59800	BnaC04g03090D
GSBRNA2T00002257001	AT2G43790	BnaC04g03080D
GSBRNA2T00002259001	AT2G43770	BnaC04g03070D
GSBRNA2T00002260001	AT2G43760	BnaC04g03060D
GSBRNA2T00002261001	AT2G43750	BnaC04g03050D
GSBRNA2T00002262001	AT2G43740	BnaC04g03040D
GSBRNA2T00002263001	AT2G43710	BnaC04g03030D
GSBRNA2T00002266001	ATCG00480	BnaC04g03010D
GSBRNA2T00002267001	ATCG00480	BnaC04g03000D
GSBRNA2T00002269001	AT2G43510	BnaC04g02990D
GSBRNA2T00002270001	AT2G43500	BnaC04g02980D
GSBRNA2T00002271001	AT2G43490	BnaC04g02970D
GSBRNA2T00002272001	AT4G37470	BnaC04g02960D
GSBRNA2T00002273001	AT3G07565	BnaC04g02950D
GSBRNA2T00002274001	AT2G43465	BnaC04g02940D
GSBRNA2T00002275001	AT3G59540	BnaC04g02930D
GSBRNA2T00002277001	AT2G43410	BnaC04g02920D
GSBRNA2T00002279001	AT2G43400	BnaC04g02910D
GSBRNA2T00002280001	AT2G43445	BnaC04g02900D
GSBRNA2T00002281001	AT2G43360	BnaC04g02890D
GSBRNA2T00002282001	AT2G43340	BnaC04g02880D
GSBRNA2T00002284001	AT2G43330	BnaC04g02870D
GSBRNA2T00002285001	AT2G43260	BnaC04g02860D
GSBRNA2T00002287001	AT2G36410	BnaC04g02850D
GSBRNA2T00002289001	AT2G43260	BnaC04g02840D
GSBRNA2T00002291001	AT5G19680	BnaC04g02820D
GSBRNA2T00002293001	AT2G43250	BnaC04g02800D
GSBRNA2T00002294001	AT2G43230	BnaC04g02790D
GSBRNA2T00002296001	AT2G43190	BnaC04g02780D
GSBRNA2T00002297001	AT2G43160	BnaC04g02770D
GSBRNA2T00002303001	AT2G43140	BnaC04g02750D
GSBRNA2T00002304001	AT2G43130	BnaC04g02740D
GSBRNA2T00002305001	AT2G43120	BnaC04g02730D
GSBRNA2T00002306001	AT2G43110	BnaC04g02720D
GSBRNA2T00002311001	AT1G33960	BnaC03g30200D
GSBRNA2T00002313001	AT4G03340	BnaC03g30210D
GSBRNA2T00002314001	AT4G03290	BnaC03g30220D
GSBRNA2T00002315001	AT4G03280	BnaC03g30230D
GSBRNA2T00002316001	AT4G03260	BnaC03g30240D
GSBRNA2T00002318001	AT4G03240	BnaC03g30250D
GSBRNA2T00002319001	AT4G01595	BnaC03g30260D
GSBRNA2T00002321001	AT3G31910	BnaC03g30280D
GSBRNA2T00002322001	AT5G27260	BnaC03g30290D
GSBRNA2T00002323001	AT3G48195	BnaC03g30300D
GSBRNA2T00002324001	AT1G48690	BnaC03g30310D
GSBRNA2T00002327001	AT1G48670	BnaC03g30320D
GSBRNA2T00002328001	AT2G27010	BnaC03g30330D
GSBRNA2T00002329001	AT4G15330	BnaC03g30340D
GSBRNA2T00002330001	AT3G20100	BnaC03g30350D
GSBRNA2T00002332001	AT4G03080	BnaC03g30360D
GSBRNA2T00002334001	AT4G03070	BnaC03g30370D
GSBRNA2T00002335001	AT4G03080	BnaC03g30380D
GSBRNA2T00002336001	AT4G03070	BnaC03g30390D
GSBRNA2T00002339001	AT4G03070	BnaC03g30410D
GSBRNA2T00002340001	amor|GSBR	BnaC03g30420D
GSBRNA2T00002344001	AT4G03050	BnaC03g30450D
GSBRNA2T00002348001	AT4G03020	BnaC03g30460D
GSBRNA2T00002349001	AT4G02980	BnaC03g30470D
GSBRNA2T00002351001	AT4G05230	BnaC03g30480D
GSBRNA2T00002352001	AT4G03370	BnaC03g30490D
GSBRNA2T00002353001	AT4G02930	BnaC03g30500D
GSBRNA2T00002354001	AT4G02920	BnaC03g30510D
GSBRNA2T00002356001	AT4G02900	BnaC03g30530D
GSBRNA2T00002357001	AT4G00620	BnaC03g30540D
GSBRNA2T00002358001	AT4G02880	BnaC03g30550D
GSBRNA2T00002359001	AT4G02850	BnaC03g30560D
GSBRNA2T00002363001	AT4G02850	BnaC03g30570D
GSBRNA2T00002365001	AT4G02830	BnaC03g30580D
GSBRNA2T00002366001	AT1G76230	BnaC03g30590D
GSBRNA2T00002367001	AT4G02800	BnaC03g30600D
GSBRNA2T00002368001	AT4G02790	BnaC03g30610D
GSBRNA2T00002371001	AT4G02780	BnaC03g30630D
GSBRNA2T00002372001	AT3G01680	BnaC03g30640D
GSBRNA2T00002375001	AT4G02760	BnaC03g30660D
GSBRNA2T00002376001	AT4G02740	BnaC03g30670D
GSBRNA2T00002378001	AT4G02740	BnaC03g30680D
GSBRNA2T00002379001	AT4G02740	BnaC03g30690D
GSBRNA2T00002382001	AT4G02740	BnaC03g30710D
GSBRNA2T00002383001	AT1G56220	BnaC03g30720D
GSBRNA2T00002384001	AT4G02715	BnaC03g30730D
GSBRNA2T00002386001	AT4G02680	BnaC03g30750D
GSBRNA2T00002388001	AT4G02660	BnaC03g30760D
GSBRNA2T00002391001	AT4G39756	BnaC03g30770D
GSBRNA2T00002392001	AT4G39756	BnaC03g30780D
GSBRNA2T00002393001	AT4G39756	BnaC03g30790D
GSBRNA2T00002396001	AT5G28160	BnaC03g30810D
GSBRNA2T00002397001	AT4G02620	BnaC03g30820D
GSBRNA2T00002398001	AT4G02590	BnaC03g30830D
GSBRNA2T00002399001	AT4G02580	BnaC03g30840D
GSBRNA2T00002401001	AT4G02570	BnaC03g30850D
GSBRNA2T00002403001	AT2G02930	BnaC03g30870D
GSBRNA2T00002404001	AT4G02520	BnaC03g30880D
GSBRNA2T00002405001	AT4G02500	BnaC03g30890D
GSBRNA2T00002408001	AT4G02480	BnaC03g30900D
GSBRNA2T00002411001	AT4G02450	BnaC03g30910D
GSBRNA2T00002412001	AT4G08500	BnaC03g30920D
GSBRNA2T00002413001	AT4G08500	BnaC03g30930D
GSBRNA2T00002415001	AT2G37710	BnaC03g30940D
GSBRNA2T00002416001	AT2G37710	BnaC03g30950D
GSBRNA2T00002418001	AT4G02405	BnaC03g30960D
GSBRNA2T00002419001	AT4G02390	BnaC03g30970D
GSBRNA2T00002421001	AT4G02370	BnaC03g30980D
GSBRNA2T00002424001	AT4G02270	BnaC03g30990D
GSBRNA2T00002426001	AT4G02250	BnaC03g31000D
GSBRNA2T00002429001	AT3G16780	BnaC03g31010D
GSBRNA2T00002430001	AT4G02200	BnaC03g31020D
GSBRNA2T00002432001	AT1G72570	BnaC03g31040D
GSBRNA2T00002433001	AT2G46450	BnaC03g31050D
GSBRNA2T00002442001	AT2G06040	BnaC07g04360D
GSBRNA2T00002443001	AT2G06025	BnaC07g04350D
GSBRNA2T00002460001	amor|GSBR	BnaC07g04340D
GSBRNA2T00002461001	AT2G05990	BnaC07g04330D
GSBRNA2T00002478001	AT1G43730	BnaC07g04300D
GSBRNA2T00002479001	AT5G32613	BnaC07g04290D
GSBRNA2T00002480001	AT2G05920	BnaC07g04280D
GSBRNA2T00002481001	AT3G09110	BnaC07g04270D
GSBRNA2T00002482001	AT2G05910	BnaC07g04260D
GSBRNA2T00002484001	AT2G05840	BnaC07g04250D
GSBRNA2T00002487001	AT2G05810	BnaC07g04220D
GSBRNA2T00002488001	AT2G05790	BnaC07g04210D
GSBRNA2T00002490001	amor|GSBR	BnaC07g04200D
GSBRNA2T00002503001	AT2G05760	BnaC07g04170D
GSBRNA2T00002506001	AT2G05710	BnaC07g04160D
GSBRNA2T00002509001	AT2G05620	BnaC07g04150D
GSBRNA2T00002510001	AT2G05590	BnaC07g04140D
GSBRNA2T00002520001	AT1G23790	BnaC07g04130D
GSBRNA2T00002524001	AT3G24300	BnaA01g23190D
GSBRNA2T00002531001	AT3G23940	BnaA01g23200D
GSBRNA2T00002533001	AT3G24020	BnaA01g23210D
GSBRNA2T00002534001	AT3G24040	BnaA01g23220D
GSBRNA2T00002537001	AT5G45100	BnaA01g23230D
GSBRNA2T00002538001	AT4G32620	BnaA01g23240D
GSBRNA2T00002539001	AT3G24060	BnaA01g23250D
GSBRNA2T00002542001	AT1G07430	BnaA01g23280D
GSBRNA2T00002544001	AT3G24070	BnaA01g23290D
GSBRNA2T00002545001	AT2G30810	BnaA01g23300D
GSBRNA2T00002546001	AT3G24100	BnaA01g23310D
GSBRNA2T00002547001	AT3G24110	BnaA01g23320D
GSBRNA2T00002548001	AT3G24110	BnaA01g23330D
GSBRNA2T00002549001	AT3G24120	BnaA01g23340D
GSBRNA2T00002555001	AT3G24130	BnaA01g23360D
GSBRNA2T00002560001	AT3G24150	BnaA01g23380D
GSBRNA2T00002561001	AT3G24160	BnaA01g23390D
GSBRNA2T00002562001	AT3G24260	BnaA01g23400D
GSBRNA2T00002563001	AT3G24170	BnaA01g23410D
GSBRNA2T00002566001	AT3G24190	BnaA01g23420D
GSBRNA2T00002574001	AT3G24140	BnaA01g23440D
GSBRNA2T00002575001	AT3G24250	BnaA01g23450D
GSBRNA2T00002576001	AT3G24260	BnaA01g23460D
GSBRNA2T00002578001	AT3G23900	BnaA01g23470D
GSBRNA2T00002579001	AT3G23820	BnaA01g23480D
GSBRNA2T00002580001	AT4G21940	BnaA01g23490D
GSBRNA2T00002581001	AT5G47320	BnaA01g23500D
GSBRNA2T00002582001	AT3G23810	BnaA01g23510D
GSBRNA2T00002583001	AT3G23805	BnaA01g23520D
GSBRNA2T00002584001	AT3G23770	BnaA01g23530D
GSBRNA2T00002585001	AT3G23750	BnaA01g23540D
GSBRNA2T00002586001	AT2G31670	BnaA01g23550D
GSBRNA2T00002588001	AT3G23710	BnaA01g23560D
GSBRNA2T00002590001	AT1G45688	BnaA01g23570D
GSBRNA2T00002591001	AT3G18295	BnaA01g23580D
GSBRNA2T00002592001	AT2G28010	BnaA01g23590D
GSBRNA2T00002593001	AT3G23690	BnaA01g23600D
GSBRNA2T00002594001	AT3G23670	BnaA01g23610D
GSBRNA2T00002595001	AT5G64960	BnaA01g23620D
GSBRNA2T00002597001	AT3G23640	BnaA01g23630D
GSBRNA2T00002608001	AT3G23630	BnaA01g23650D
GSBRNA2T00002609001	AT3G23620	BnaA01g23660D
GSBRNA2T00002610001	AT3G42960	BnaA01g23670D
GSBRNA2T00002611001	AT3G23610	BnaA01g23680D
GSBRNA2T00002612001	AT3G23605	BnaA01g23690D
GSBRNA2T00002613001	AT3G23600	BnaA01g23700D
GSBRNA2T00002614001	AT3G24180	BnaA01g23710D
GSBRNA2T00002617001	AT3G22710	BnaA01g23720D
GSBRNA2T00002620001	AT3G23590	BnaA01g23730D
GSBRNA2T00002622001	AT3G23590	BnaA01g23750D
GSBRNA2T00002623001	AT3G23590	BnaA01g23760D
GSBRNA2T00002624001	AT3G23560	BnaA01g23770D
GSBRNA2T00002627001	AT3G23560	BnaA01g23790D
GSBRNA2T00002629001	AT3G23540	BnaA01g23800D
GSBRNA2T00002631001	AT3G23470	BnaA01g23810D
GSBRNA2T00002633001	AT3G23450	BnaA01g23820D
GSBRNA2T00002637001	AT2G04350	BnaA01g23830D
GSBRNA2T00002639001	AT3G23430	BnaA01g23840D
GSBRNA2T00002640001	AT3G23390	BnaA01g23850D
GSBRNA2T00002641001	AT3G23380	BnaA01g23860D
GSBRNA2T00002643001	AT1G64940	BnaA01g23870D
GSBRNA2T00002644001	AT3G23340	BnaA01g23880D
GSBRNA2T00002649001	AT1G02880	BnaC05g01510D
GSBRNA2T00002650001	AT1G02890	BnaC05g01520D
GSBRNA2T00002651001	AT1G02900	BnaC05g01530D
GSBRNA2T00002652001	AT1G02930	BnaC05g01540D
GSBRNA2T00002653001	AT1G02940	BnaC05g01550D
GSBRNA2T00002654001	AT1G02940	BnaC05g01560D
GSBRNA2T00002656001	AT1G02940	BnaC05g01570D
GSBRNA2T00002657001	AT1G02940	BnaC05g01580D
GSBRNA2T00002658001	AT1G02950	BnaC05g01590D
GSBRNA2T00002659001	AT4G02570	BnaC05g01600D
GSBRNA2T00002660001	AT1G02990	BnaC05g01610D
GSBRNA2T00002661001	AT1G03000	BnaC05g01620D
GSBRNA2T00002662001	AT1G03010	BnaC05g01630D
GSBRNA2T00002663001	AT1G03020	BnaC05g01640D
GSBRNA2T00002664001	AT1G03030	BnaC05g01650D
GSBRNA2T00002665001	AT1G03040	BnaC05g01660D
GSBRNA2T00002666001	AT1G03050	BnaC05g01670D
GSBRNA2T00002667001	AT1G03050	BnaC05g01680D
GSBRNA2T00002668001	AT1G03060	BnaC05g01690D
GSBRNA2T00002670001	AT1G03070	BnaC05g01700D
GSBRNA2T00002671001	AT1G03080	BnaC05g01710D
GSBRNA2T00002672001	AT1G03080	BnaC05g01720D
GSBRNA2T00002674001	AT1G03100	BnaC05g01730D
GSBRNA2T00002675001	AT1G03110	BnaC05g01740D
GSBRNA2T00002676001	AT1G03120	BnaC05g01750D
GSBRNA2T00002677001	AT1G50870	BnaC05g01760D
GSBRNA2T00002678001	AT1G03150	BnaC05g01770D
GSBRNA2T00002679001	AT1G03170	BnaC05g01780D
GSBRNA2T00002680001	AT1G03210	BnaC05g01790D
GSBRNA2T00002681001	AT1G03250	BnaC05g01800D
GSBRNA2T00002683001	AT3G03770	BnaC05g01820D
GSBRNA2T00002684001	AT3G10990	BnaC05g01830D
GSBRNA2T00002685001	AT2G44770	BnaC05g01840D
GSBRNA2T00002686001	AT1G03270	BnaC05g01850D
GSBRNA2T00002687001	AT1G03280	BnaC05g01860D
GSBRNA2T00002688001	AT1G03290	BnaC05g01870D
GSBRNA2T00002689001	AT1G03310	BnaC05g01880D
GSBRNA2T00002690001	AT1G03320	BnaC05g01890D
GSBRNA2T00002691001	AT1G03360	BnaC05g01900D
GSBRNA2T00002692001	AT1G03365	BnaC05g01910D
GSBRNA2T00002693001	AT1G03380	BnaC05g01920D
GSBRNA2T00002694001	AT1G03390	BnaC05g01930D
GSBRNA2T00002695001	AT1G03410	BnaC05g01940D
GSBRNA2T00002697001	AT3G61400	BnaC05g01950D
GSBRNA2T00002698001	AT1G03610	BnaC05g01960D
GSBRNA2T00002699001	AT1G03620	BnaC05g01970D
GSBRNA2T00002701001	AT1G03630	BnaC05g01980D
GSBRNA2T00002702001	AT2G42465	BnaC05g01990D
GSBRNA2T00002703001	AT1G03700	BnaC05g02000D
GSBRNA2T00002704001	AT1G03710	BnaC05g02010D
GSBRNA2T00002705001	AT1G03740	BnaC05g02020D
GSBRNA2T00002706001	AT1G03760	BnaC05g02030D
GSBRNA2T00002707001	AT1G03770	BnaC05g02040D
GSBRNA2T00002708001	AT4G03490	BnaC05g02050D
GSBRNA2T00002709001	AT1G03780	BnaC05g02060D
GSBRNA2T00002710001	AT1G03790	BnaC05g02070D
GSBRNA2T00002713001	AT5G44210	BnaC05g02080D
GSBRNA2T00002714001	AT1G03810	BnaC05g02090D
GSBRNA2T00002715001	AT1G03820	BnaC05g02100D
GSBRNA2T00002716001	AT1G03840	BnaC05g02110D
GSBRNA2T00002717001	AT1G25260	BnaC05g02120D
GSBRNA2T00002718001	AT1G03850	BnaC05g02130D
GSBRNA2T00002719001	AT1G03860	BnaC05g02140D
GSBRNA2T00002720001	AT1G03870	BnaC05g02150D
GSBRNA2T00002721001	AT1G03880	BnaC05g02160D
GSBRNA2T00002722001	AT1G65660	BnaC05g02170D
GSBRNA2T00002723001	AT1G03910	BnaC05g02180D
GSBRNA2T00002725001	AT1G03950	BnaC05g02190D
GSBRNA2T00002726001	AT1G03970	BnaC05g02200D
GSBRNA2T00002727001	AT1G03982	BnaC05g02210D
GSBRNA2T00002728001	AT1G03990	BnaC05g02220D
GSBRNA2T00002729001	AT1G04000	BnaC05g02230D
GSBRNA2T00002730001	AT1G04010	BnaC05g02240D
GSBRNA2T00002731001	AT1G04070	BnaC05g02250D
GSBRNA2T00002732001	AT1G04080	BnaC05g02260D
GSBRNA2T00002733001	AT1G04090	BnaC05g02270D
GSBRNA2T00002734001	AT1G04100	BnaC05g02280D
GSBRNA2T00002735001	AT1G04110	BnaC05g02290D
GSBRNA2T00002736001	AT1G04120	BnaC05g02300D
GSBRNA2T00002737001	AT1G04170	BnaC05g02310D
GSBRNA2T00002738001	AT1G04180	BnaC05g02320D
GSBRNA2T00002739001	AT1G04200	BnaC05g02330D
GSBRNA2T00002740001	AT1G04210	BnaC05g02340D
GSBRNA2T00002741001	AT1G04220	BnaC05g02350D
GSBRNA2T00002742001	AT1G04240	BnaC05g02360D
GSBRNA2T00002743001	AT1G04250	BnaC05g02370D
GSBRNA2T00002744001	AT1G04270	BnaC05g02380D
GSBRNA2T00002745001	AT1G04280	BnaC05g02390D
GSBRNA2T00002746001	AT1G04290	BnaC05g02400D
GSBRNA2T00002747001	AT1G04300	BnaC05g02410D
GSBRNA2T00002748001	AT1G04330	BnaC05g02420D
GSBRNA2T00002749001	AT1G04340	BnaC05g02430D
GSBRNA2T00002750001	AT1G04350	BnaC05g02440D
GSBRNA2T00002751001	AT1G04350	BnaC05g02450D
GSBRNA2T00002753001	AT1G04360	BnaC05g02460D
GSBRNA2T00002754001	AT1G04360	BnaC05g02470D
GSBRNA2T00002755001	AT1G04370	BnaC05g02480D
GSBRNA2T00002756001	AT1G04380	BnaC05g02490D
GSBRNA2T00002757001	AT1G04390	BnaC05g02500D
GSBRNA2T00002758001	AT1G04390	BnaC05g02510D
GSBRNA2T00002759001	AT1G04400	BnaC05g02520D
GSBRNA2T00002760001	AT1G04410	BnaC05g02530D
GSBRNA2T00002761001	AT1G04420	BnaC05g02540D
GSBRNA2T00002762001	AT1G04430	BnaC05g02550D
GSBRNA2T00002763001	AT1G04440	BnaC05g02560D
GSBRNA2T00002764001	AT1G04470	BnaC05g02570D
GSBRNA2T00002765001	AT3G04400	BnaC05g02580D
GSBRNA2T00002766001	AT1G04490	BnaC05g02590D
GSBRNA2T00002767001	AT1G04490	BnaC05g02600D
GSBRNA2T00002768001	AT1G04500	BnaC05g02610D
GSBRNA2T00002769001	AT1G04510	BnaC05g02620D
GSBRNA2T00002770001	AT1G04520	BnaC05g02630D
GSBRNA2T00002771001	AT1G04530	BnaC05g02640D
GSBRNA2T00002772001	AT2G13350	BnaC05g02650D
GSBRNA2T00002773001	AT1G04550	BnaC05g02660D
GSBRNA2T00002774001	AT1G04555	BnaC05g02670D
GSBRNA2T00002775001	AT1G04560	BnaC05g02680D
GSBRNA2T00002776001	AT1G04570	BnaC05g02690D
GSBRNA2T00002777001	AT1G04580	BnaC05g02700D
GSBRNA2T00002780001	AT1G04690	BnaC05g02730D
GSBRNA2T00002781001	AT1G04700	BnaC05g02740D
GSBRNA2T00002782001	AT1G50920	BnaC05g02750D
GSBRNA2T00002783001	AT1G04730	BnaC05g02760D
GSBRNA2T00002784001	AT1G04750	BnaC05g02770D
GSBRNA2T00002785001	AT1G04770	BnaC05g02780D
GSBRNA2T00002790001	AT1G04780	BnaC05g02790D
GSBRNA2T00002791001	AT1G04790	BnaC05g02800D
GSBRNA2T00002792001	AT2G32690	BnaC05g02810D
GSBRNA2T00002794001	AT1G04830	BnaC05g02820D
GSBRNA2T00002795001	AT1G80960	BnaC05g02830D
GSBRNA2T00002797001	AT1G80960	BnaC05g02850D
GSBRNA2T00002798001	AT1G04840	BnaC05g02860D
GSBRNA2T00002799001	AT1G04840	BnaC05g02870D
GSBRNA2T00002800001	AT1G04850	BnaC05g02880D
GSBRNA2T00002801001	AT1G04880	BnaC05g02890D
GSBRNA2T00002802001	AT1G04890	BnaC05g02900D
GSBRNA2T00002803001	AT1G04900	BnaC05g02910D
GSBRNA2T00002804001	AT1G04910	BnaC05g02920D
GSBRNA2T00002805001	AT1G04920	BnaC05g02930D
GSBRNA2T00002806001	AT2G32840	BnaC05g02940D
GSBRNA2T00002807001	AT1G04940	BnaC05g02950D
GSBRNA2T00002808001	AT1G04950	BnaC05g02960D
GSBRNA2T00002809001	AT1G04960	BnaC05g02970D
GSBRNA2T00002810001	AT5G42130	BnaC05g02980D
GSBRNA2T00002811001	AT1G04970	BnaC05g02990D
GSBRNA2T00002812001	AT2G37435	BnaC05g03000D
GSBRNA2T00002813001	AT1G04980	BnaC05g03010D
GSBRNA2T00002814001	AT1G04990	BnaC05g03020D
GSBRNA2T00002815001	AT1G05000	BnaC05g03030D
GSBRNA2T00002816001	AT1G05010	BnaC05g03040D
GSBRNA2T00002817001	AT1G05020	BnaC05g03050D
GSBRNA2T00002818001	AT1G05020	BnaC05g03060D
GSBRNA2T00002819001	AT4G13810	BnaC05g03070D
GSBRNA2T00002820001	AT1G05040	BnaC05g03080D
GSBRNA2T00002823001	AT2G25440	BnaC05g03090D
GSBRNA2T00002824001	AT1G05065	BnaC05g03100D
GSBRNA2T00002825001	AT1G05070	BnaC05g03110D
GSBRNA2T00002826001	AT4G20720	BnaC05g03120D
GSBRNA2T00002827001	AT1G05100	BnaC05g03130D
GSBRNA2T00002828001	AT1G05120	BnaC05g03140D
GSBRNA2T00002841001	AT5G42180	BnaC09g30450D
GSBRNA2T00002847001	amor|GSBR	BnaC09g30480D
GSBRNA2T00002849001	AT5G58470	BnaC09g30490D
GSBRNA2T00002850001	AT2G32340	BnaC09g30500D
GSBRNA2T00002862001	AT5G54160	BnaC09g30520D
GSBRNA2T00002864001	AT5G54150	BnaC09g30530D
GSBRNA2T00002865001	AT5G54160	BnaC09g30540D
GSBRNA2T00002867001	AT5G54150	BnaC09g30550D
GSBRNA2T00002874001	AT5G54160	BnaC09g30560D
GSBRNA2T00002875001	AT5G54170	BnaC09g30570D
GSBRNA2T00002876001	AT5G54180	BnaC09g30580D
GSBRNA2T00002877001	AT5G54190	BnaC09g30590D
GSBRNA2T00002878001	AT5G54200	BnaC09g30600D
GSBRNA2T00002882001	AT5G54240	BnaC09g30620D
GSBRNA2T00002884001	AT5G54250	BnaC09g30630D
GSBRNA2T00002887001	AT4G16700	BnaC09g30650D
GSBRNA2T00002890001	AT2G19710	BnaC09g30670D
GSBRNA2T00002892001	amor|GSBR	BnaC09g30680D
GSBRNA2T00002894001	AT5G54260	BnaC09g30690D
GSBRNA2T00002895001	AT5G54270	BnaC09g30700D
GSBRNA2T00002896001	AT5G54280	BnaC09g30710D
GSBRNA2T00002902001	AT1G23170	BnaC09g30730D
GSBRNA2T00002904001	AT5G54300	BnaC09g30740D
GSBRNA2T00002906001	AT5G52547	BnaC09g30750D
GSBRNA2T00002910001	AT5G54390	BnaC09g30760D
GSBRNA2T00002911001	AT5G54440	BnaC09g30770D
GSBRNA2T00002912001	AT4G34280	BnaC09g30780D
GSBRNA2T00002914001	AT3G10740	BnaC09g30790D
GSBRNA2T00002915001	AT1G67750	BnaC09g30800D
GSBRNA2T00002916001	AT1G20260	BnaC09g30810D
GSBRNA2T00002920001	AT5G54470	BnaC09g30830D
GSBRNA2T00002921001	AT5G13310	BnaC09g30840D
GSBRNA2T00002923001	AT5G54480	BnaC09g30850D
GSBRNA2T00002924001	AT3G25110	BnaC09g30860D
GSBRNA2T00002925001	AT3G21090	BnaC09g30870D
GSBRNA2T00002929001	AT2G42210	BnaC09g30890D
GSBRNA2T00002930001	AT5G54590	BnaC09g30900D
GSBRNA2T00002931001	AT5G54600	BnaC09g30910D
GSBRNA2T00002934001	AT5G15260	BnaC09g30920D
GSBRNA2T00002935001	AT5G54620	BnaC09g30930D
GSBRNA2T00002937001	AT5G54630	BnaC09g30940D
GSBRNA2T00002940001	AT5G54640	BnaC09g30950D
GSBRNA2T00002941001	AT5G54650	BnaC09g30960D
GSBRNA2T00002943001	AT4G15870	BnaC09g30970D
GSBRNA2T00002944001	AT2G23230	BnaC09g30980D
GSBRNA2T00002945001	AT4G15870	BnaC09g30990D
GSBRNA2T00002946001	AT5G54660	BnaC09g31000D
GSBRNA2T00002950001	AT5G24650	BnaA06g39770D
GSBRNA2T00002951001	AT2G03730	BnaA06g39780D
GSBRNA2T00002954001	AT2G03720	BnaA06g39800D
GSBRNA2T00002955001	AT2G03710	BnaA06g39810D
GSBRNA2T00002956001	AT2G03690	BnaA06g39820D
GSBRNA2T00002957001	AT2G03680	BnaA06g39830D
GSBRNA2T00002958001	AT2G03667	BnaA06g39840D
GSBRNA2T00002959001	AT2G03640	BnaA06g39850D
GSBRNA2T00002960001	AT2G03620	BnaA06g39860D
GSBRNA2T00002961001	AT4G39756	BnaA06g39870D
GSBRNA2T00002963001	AT4G39756	BnaA06g39880D
GSBRNA2T00002964001	AT2G03590	BnaA06g39890D
GSBRNA2T00002965001	AT3G49560	BnaA06g39900D
GSBRNA2T00002966001	AT2G03550	BnaA06g39910D
GSBRNA2T00002967001	AT2G03505	BnaA06g39920D
GSBRNA2T00002968001	AT2G03500	BnaA06g39930D
GSBRNA2T00002969001	AT2G03480	BnaA06g39940D
GSBRNA2T00002971001	AT2G18300	BnaC09g09710D
GSBRNA2T00002973001	AT2G23142	BnaC09g09720D
GSBRNA2T00002974001	AT2G18330	BnaC09g09730D
GSBRNA2T00002975001	AT2G18360	BnaC09g09740D
GSBRNA2T00002979001	AT2G18370	BnaC09g09750D
GSBRNA2T00002980001	AT2G18380	BnaC09g09760D
GSBRNA2T00002982001	AT2G18460	BnaC09g09780D
GSBRNA2T00002983001	AT2G18470	BnaC09g09790D
GSBRNA2T00002984001	AT1G13080	BnaC09g09800D
GSBRNA2T00002986001	AT5G18420	BnaA03g07120D
GSBRNA2T00002987001	AT1G63740	BnaA03g07110D
GSBRNA2T00002988001	AT5G18410	BnaA03g07100D
GSBRNA2T00002989001	AT5G18400	BnaA03g07090D
GSBRNA2T00002990001	AT5G18390	BnaA03g07080D
GSBRNA2T00002991001	AT5G18390	BnaA03g07070D
GSBRNA2T00002992001	AT5G18380	BnaA03g07060D
GSBRNA2T00002993001	AT4G24840	BnaA03g07050D
GSBRNA2T00002994001	AT5G18350	BnaA03g07040D
GSBRNA2T00002995001	AT5G18320	BnaA03g07030D
GSBRNA2T00002996001	AT5G18320	BnaA03g07020D
GSBRNA2T00002997001	AT5G18280	BnaA03g07010D
GSBRNA2T00002998001	AT5G18270	BnaA03g07000D
GSBRNA2T00003000001	AT5G18250	BnaA03g06990D
GSBRNA2T00003001001	AT5G18230	BnaA03g06980D
GSBRNA2T00003002001	AT5G18250	BnaA03g06970D
GSBRNA2T00003003001	AT5G18230	BnaA03g06960D
GSBRNA2T00003004001	AT5G18190	BnaA03g06950D
GSBRNA2T00003005001	AT4G27170	BnaA03g06940D
GSBRNA2T00003006001	AT3G03920	BnaA03g06930D
GSBRNA2T00003008001	AT4G27230	BnaC03g77700D
GSBRNA2T00003009001	AT1G50980	BnaC03g77710D
GSBRNA2T00003010001	AT1G51090	BnaC03g77720D
GSBRNA2T00003011001	AT1G51120	BnaC03g77730D
GSBRNA2T00003013001	AT1G51160	BnaC03g77750D
GSBRNA2T00003016001	AT1G51200	BnaC03g77780D
GSBRNA2T00003017001	AT4G12750	BnaC03g77790D
GSBRNA2T00003018001	amor|GSBR	BnaC03g77800D
GSBRNA2T00003024001	AT3G16180	BnaC03g77810D
GSBRNA2T00003025001	AT3G56750	BnaCnng20370D
GSBRNA2T00003026001	AT2G27030	BnaCnng20380D
GSBRNA2T00003027001	AT3G56810	BnaCnng20390D
GSBRNA2T00003032001	AT3G56850	BnaCnng20400D
GSBRNA2T00003033001	AT4G10780	BnaCnng20410D
GSBRNA2T00003034001	AT3G56910	BnaCnng20420D
GSBRNA2T00003035001	AT3G56930	BnaCnng20430D
GSBRNA2T00003036001	amor|GSBR	BnaCnng20440D
GSBRNA2T00003037001	AT3G56700	BnaCnng20450D
GSBRNA2T00003039001	AT3G56940	BnaCnng20460D
